Search Term,Exit Page,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
573 andover street,/browse/embed?category=&limit=20&limitTo=&q=573+andover+street&view_type=rich,2,1.5,0.00%,0.00%,0:00:04,3
574 escuela,/Economy-and-Community/Businesses-Hotels-and-Apartments-Class-Code-is-03-/cssq-25n7,2,1.5,0.00%,66.67%,0:01:06,4
"576 natoma st, san francisco, ca",/about,2,3,0.00%,0.00%,0:00:37,11
579 Teresita Blvd.,/Geographic-Locations-and-Boundaries/Zoning-Districts/mici-sct2,2,1.5,0.00%,0.00%,0:00:53,5
5800 3rd St,/,2,1.5,0.00%,0.00%,0:00:05,5
581 market,/widgets/j2j3-acqj,2,1,0.00%,0.00%,0:00:25,1.5
"589 Post St, San Francisco, CA 94102","/browse/embed?category=&limit=20&limitTo=&q=589+Post+St,+San+Francisco,+CA+94102&view_type=rich",2,1.5,0.00%,0.00%,0:00:05,3
60 agua way,/,2,1.5,0.00%,0.00%,0:00:07,5
600 fell st.,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=600+fell+st.&view_type=rich,2,1,0.00%,0.00%,0:00:06,1.5
600 Van Ness,/Geographic-Locations-and-Boundaries/Zoning-Districts/mici-sct2,2,5,0.00%,0.00%,0:04:47,37
601 california,/Energy-and-Environment/Existing-Commercial-Buildings-Energy-Performance-O/j2j3-acqj/1752,2,1.5,0.00%,0.00%,0:05:03,6.5
601 laguna street 94102,/,2,1,0.00%,0.00%,0:00:17,9
606 post street,/browse/embed?category=&limit=20&limitTo=&q=606+post+street&view_type=rich,2,1.5,0.00%,0.00%,0:00:36,4
610 page street,/Housing-and-Buildings/Department-of-Building-Inspection/nbyd-udsc,2,1.5,0.00%,0.00%,0:00:11,5
614-23040,/Transportation/Parking-meters/28my-4796,2,1,0.00%,0.00%,0:00:09,9
619 union street,/,2,1,0.00%,0.00%,0:00:20,2.5
"62 linden avenue, san bruno, ca",/Public-Safety/SFPD-Incidents-Current-Year-2015-/ritf-b9ki,2,1.5,0.00%,0.00%,0:02:46,14.5
620 Branna,/browse?Department-Metrics_Publishing-Department=Arts+Commission&limitTo=datasets&q=business&tags=ethics&utf8=‰ÏÒ,2,1.5,0.00%,66.67%,0:01:12,2.5
6228,/City-Infrastructure/2015-Project-Appendix/xpdk-pzjd,2,1.5,0.00%,66.67%,0:00:11,3
63 woodland,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1,0.00%,0.00%,0:00:08,2.5
631 cole st,/Economy-and-Community/Businesses-Hotels-and-Apartments-Class-Code-is-03-/cssq-25n7,2,3,0.00%,0.00%,0:03:17,11
637 powell,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=637+powell&view_type=rich,2,1.5,0.00%,0.00%,0:00:07,19.5
"64 Perine Place, Sf","/data?dept=&type=&search=64 Perine Place, Sf",2,1.5,100.00%,0.00%,0:00:28,1.5
647f,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=647f&view_type=rich,2,1,0.00%,0.00%,0:00:01,1.5
650 40th ave,/Housing-and-Buildings/San-Francisco-Development-Pipeline/v5p2-emnu,2,1,0.00%,0.00%,0:02:18,13
6524-032,/browse?Department-Metrics_Publishing-Department=Assessor-Recorder&category=Energy+and+Environment&utf8=‰ÏÒ&q=6524-032&sortBy=relevance,2,1.5,100.00%,0.00%,0:00:09,0
6524-032,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,3,0.00%,33.33%,0:00:44,11
6524/032,/browse/embed?category=&limit=20&limitTo=blob&q=2919+folsom&view_type=rich,2,6.5,0.00%,15.38%,0:00:37,13
6538/038,/Geographic-Locations-and-Boundaries/Recorded-Parcel-Geography-with-Transaction-Date-Hi/ue7t-p29i,2,1.5,0.00%,66.67%,0:00:13,16
654 46th Avenue,/widgets/wv5m-vpq2,2,1,0.00%,0.00%,0:00:43,2.5
655 natoma,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=655+natoma&view_type=rich,2,1.5,0.00%,0.00%,0:00:04,3
66185,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=66185&view_type=rich,2,1,0.00%,0.00%,0:00:02,1.5
6621,/City-Infrastructure/All-cases-map-view/ky99-f5iy,2,1,0.00%,100.00%,0:00:11,1.5
6621 California,/City-Infrastructure/All-cases-map-view/ky99-f5iy,2,1,0.00%,0.00%,0:00:15,2.5
663 haight street,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=hey+group+llc&view_type=rich,2,1,0.00%,100.00%,0:00:39,2.5
66416030,/Transportation/Meter-Location-Lookup/jnyu-ibvn,2,1,0.00%,100.00%,0:00:24,1.5
665 pine st,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=665+pine+st&view_type=rich,2,1,0.00%,0.00%,0:00:04,1.5
67 Silverview Drive,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,2,7,0.00%,0.00%,0:05:53,23.5
675 Naples Street,/browse/embed?category=Economy+and+Community&limit=20&limitTo=&q=675+Naples+Street&view_type=rich,2,5,0.00%,0.00%,0:00:47,11
679 Page STreet,/,2,1,0.00%,0.00%,0:00:21,2.5
679 san jose san Francisco,/,2,1,0.00%,0.00%,0:00:35,2.5
68 cervantes blvd,/browse/embed?category=&limit=20&limitTo=&q=68+cervantes+blvd&view_type=rich&sortBy=newest&utf8=‰ÏÒ,2,3,0.00%,0.00%,0:00:39,8
689 20th avenue,/Housing-and-Buildings/Department-of-Building-Inspection-Monthly-Permit-R/nbyd-udsc,2,1,0.00%,0.00%,0:02:05,3
690 folsom street,/Geographic-Locations-and-Boundaries/City-Lots-Zipped-Shapefile-Format-/3vyz-qy9p,2,6.5,0.00%,15.38%,0:02:39,25.5
700,/browse/embed?category=City+Management+and+Ethics&limit=20&limitTo=&q=700&view_type=rich,2,1.5,0.00%,0.00%,0:00:06,16
700,/City-Management-and-Ethics/Statement-of-Economic-Interests-Database-SEI-Form-/q5px-h27c,2,2.5,0.00%,0.00%,0:12:52,26.5
700 Madrid,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry?no_mobile=true,2,1,0.00%,0.00%,0:04:44,7
700 steiner,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,0.00%,0:00:50,9.5
701 battery,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1,0.00%,0.00%,0:00:11,2.5
701 GOLDEN GATE AV,/browse/embed?category=&limit=20&limitTo=blob&q=701+GOLDEN+GATE+AV&view_type=rich,2,1.5,0.00%,0.00%,0:01:51,3
701 Minnesota street,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=&view_type=rich,2,6.5,0.00%,15.38%,0:01:06,17.5
"701 Teresita San Francisco, CA",/Housing-and-Buildings/Department-of-Building-Inspection-Monthly-Permit-R/nbyd-udsc,2,5,0.00%,0.00%,0:04:06,51.5
709 geary st,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=709+geary+st&view_type=rich,2,1,0.00%,0.00%,0:00:07,1.5
71 ford st,/,2,1.5,0.00%,66.67%,0:00:45,5
711 clayton st.,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=711+clayton+st.&view_type=rich,2,1.5,0.00%,0.00%,0:00:02,3
72 hour parking restriction,/browse/embed?category=&limit=20&limitTo=&q=72+hour+parking+restriction&view_type=rich,2,1.5,0.00%,0.00%,0:00:06,3
721 18th avenue,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=721+18th+avenue&view_type=rich,2,1.5,0.00%,0.00%,0:00:19,3
727954,/browse/embed?category=&limit=20&limitTo=&q=727954&view_type=rich,2,1.5,0.00%,0.00%,0:00:05,16
729 Shotwell St,/browse/embed?category=&limit=20&limitTo=&q=729+Shotwell+St&view_type=rich,2,9.5,0.00%,15.79%,0:03:03,29
732,/browse/embed?Department-Metrics_Publishing-Department=&category=City+Infrastructure&limit=20&limitTo=&q=732+brannan&view_type=rich,2,1,0.00%,100.00%,0:00:11,1.5
732 brannan,/browse/embed?Department-Metrics_Publishing-Department=&category=City+Infrastructure&limit=20&limitTo=&q=732+brannan&view_type=rich,2,1,0.00%,0.00%,0:00:03,1.5
7332,/browse/embed?category=&limit=20&limitTo=&q=7332&view_type=rich&sortBy=newest&utf8=‰ÏÒ,2,1.5,0.00%,0.00%,0:03:37,5
735 fell street,/data?search=735+fell+street,2,3,100.00%,0.00%,0:01:52,5
74 6th Street,/,2,1,0.00%,0.00%,0:00:17,9
75 Dore Street,/browse/embed?category=&limit=20&limitTo=&q=75+Dore+Street&view_type=rich,2,1,0.00%,0.00%,0:00:03,1.5
"750 Sutter St, San Francisco, CA 94109","/browse/embed?category=&limit=20&limitTo=&q=750+Sutter+St,+San+Francisco,+CA+94109&view_type=rich",2,1.5,0.00%,0.00%,0:00:08,3
754 moultrie group,/browse/embed?Department-Metrics_Publishing-Department=Treasurer-Tax+Collector&category=&limit=20&limitTo=&q=&view_type=rich,2,1,0.00%,0.00%,0:00:38,9.5
766 vallejo,/,2,1.5,0.00%,66.67%,0:00:10,1
766 vallejo street,/,2,1,0.00%,100.00%,0:00:02,0
77 san juan ave,/browse/embed?category=&limit=20&limitTo=&q=77+san+juan+ave&view_type=rich,2,1.5,0.00%,0.00%,0:00:03,3
79 Midcrest Way,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1,0.00%,100.00%,0:00:35,2.5
795 folsom,/Energy-and-Environment/Existing-Commercial-Buildings-Energy-Performance-O/j2j3-acqj,2,1.5,0.00%,0.00%,0:00:28,37
80,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=maps&q=us+101&view_type=rich,2,1,0.00%,100.00%,0:00:25,1.5
80.004 Employee Compensation report,/browse/embed?Department-Metrics_Publishing-Department=Municipal+Transportation+Agency+&category=&limit=20&limitTo=&q=&utf8=‰ÏÒ&view_type=rich&page=2,2,1.5,0.00%,0.00%,0:01:09,13
800 detroit,/Public-Safety/SFPD-Incidents-Previous-Year-2015-/ritf-b9ki,2,1,0.00%,0.00%,0:01:19,3
"810 clay street, san francisco, ca",/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1,0.00%,0.00%,0:00:15,2.5
812 Guerrero Street,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,3,0.00%,0.00%,0:06:13,9.5
8204,/City-Management-and-Ethics/Employee-Compensation/88g8-5mnd,2,6.5,0.00%,0.00%,0:07:31,70.5
825 BROTHERHOOD,/,2,1.5,0.00%,0.00%,0:00:15,5
829 york street,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=829+york+street&view_type=rich,2,1.5,0.00%,0.00%,0:00:04,16
"83 mc allister st 513, san francisco, ca",/Geographic-Locations-and-Boundaries/Addresses-with-Units-Enterprise-Addressing-System-/kvej-w5kb,2,1,0.00%,0.00%,0:00:41,1
"83 mc allister st, san francisco, ca",/Geographic-Locations-and-Boundaries/Addresses-with-Units-Enterprise-Addressing-System-/kvej-w5kb,2,1.5,0.00%,66.67%,0:00:33,0
"83 mcallister st, san francisco",/Geographic-Locations-and-Boundaries/Addresses-with-Units-Enterprise-Addressing-System-/kvej-w5kb,2,1.5,0.00%,66.67%,0:00:31,0
"8300 Oceanview Terrace, 304,","/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=charts&q=8300+Oceanview+Terrace,+304,+San+Francisco&view_type=rich",2,1.5,0.00%,66.67%,0:00:32,4
"8300 Oceanview Terrace, 304, San Francisco","/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=charts&q=8300+Oceanview+Terrace,+304,+San+Francisco&view_type=rich",2,2.5,0.00%,0.00%,0:00:47,5
838 detroit street,/browse/embed?category=&limit=20&limitTo=&q=838+detroit+street&view_type=rich,2,1,0.00%,0.00%,0:00:03,1.5
838 grant ave,/browse/embed?category=&limit=20&limitTo=&q=838+grant+ave&view_type=rich,2,1.5,0.00%,0.00%,0:00:06,3
83932,/City-Management-and-Ethics/OCA-Term-Contracts/x8wt-z8r5,2,1.5,0.00%,66.67%,0:00:07,3
846 Junipero Serra blvd 94127,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=&view_type=rich,2,3,0.00%,0.00%,0:03:44,11
849(b),/browse/embed?category=&limit=20&limitTo=&q=849(b)&view_type=rich,2,1.5,0.00%,0.00%,0:00:22,4
855 folsom,/,2,4,0.00%,0.00%,0:04:21,7
"855 folsom st, san francisco",/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,2,1.5,0.00%,0.00%,0:00:28,4
8553000366,/browse/embed?category=&limit=20&limitTo=&q=8553000366&view_type=rich,2,1.5,0.00%,0.00%,0:01:47,3
857 39th Ave.,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=&view_type=rich,2,5,0.00%,0.00%,0:01:32,22.5
8714,/browse/select_dataset?nofederate=true&suppressed_facets[]=domain&q=active business&sortBy=relevance&utf8=‰ÏÒ,2,1.5,0.00%,0.00%,0:03:24,11
8720,/browse/embed?category=&limit=20&limitTo=&q=parcel+map+8720&view_type=rich,2,1,0.00%,100.00%,0:00:11,1.5
880 Franklin,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1.5,0.00%,0.00%,0:00:22,9.5
882 31st ave,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,5,0.00%,0.00%,0:01:01,13
888-886-6335,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=888-886-6335&view_type=rich,2,1,0.00%,0.00%,0:00:01,1.5
8AQR5P6Y,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1,0.00%,100.00%,0:00:35,2.5
9 county boundary,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=9+county+boundary&view_type=rich,2,1,0.00%,0.00%,0:00:03,1.5
9 geneva ave,/browse/embed?category=&limit=20&limitTo=&q=9+geneva+ave&sortBy=newest&utf8=‰ÏÒ&view_type=rich&page=1,2,4,0.00%,0.00%,0:09:08,13
9 geneva ave,/data?search=9+geneva+ave,2,1,100.00%,0.00%,0:00:00,0
9/1/01,/browse/embed?category=Transportation&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,0.00%,0:00:15,14.5
9/1/01,/browse/embed?Department-Metrics_Publishing-Department=&category=Public+Safety&limit=20&limitTo=&q=emergency+communications&view_type=rich,2,1,0.00%,100.00%,0:00:06,1.5
90 day,/Public-Safety/SFPD-Incidents-Current-Year-2016-/9v2m-8wqu,2,1,0.00%,100.00%,0:00:09,1.5
90 day cases,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=90+day+cases&view_type=rich,2,5,0.00%,0.00%,0:01:43,13
90033,/,2,1.5,0.00%,0.00%,0:00:07,5
9050,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,0.00%,0:05:26,33.5
906,/browse/embed?category=&limit=20&limitTo=maps&q=exclusion&view_type=rich,2,3,0.00%,33.33%,0:01:45,6.5
911,/,2,8,0.00%,18.75%,0:03:46,17.5
911,/browse?q=911&sortBy=relevance&utf8=‰ÏÒ,2,1,100.00%,0.00%,0:00:00,0
911,/browse/embed?category=&limit=20&limitTo=&q=311&view_type=rich,2,1.5,0.00%,66.67%,0:03:47,5.5
911,/browse/embed?category=&limit=20&limitTo=&q=cases+by+neighborhood&view_type=rich,2,1.5,0.00%,66.67%,0:00:28,3
911,/browse/embed?category=&limit=20&limitTo=&q=emergency&utf8=‰ÏÒ&view_type=rich&page=2,2,1.5,0.00%,66.67%,0:00:53,3
911,/browse/embed?category=&limit=20&limitTo=&q=ems&view_type=rich,2,1,0.00%,100.00%,0:00:16,1.5
911,/browse/embed?category=&limit=20&limitTo=&q=fire+department&view_type=rich,2,1.5,0.00%,66.67%,0:00:15,3
911,/browse/embed?category=&limit=20&limitTo=&q=supervisor+district&view_type=rich,2,1.5,0.00%,66.67%,0:23:02,6.5
911,/browse/embed?category=&limit=20&limitTo=datasets&q=911&view_type=rich,2,3,0.00%,0.00%,0:00:21,6.5
911,/browse/embed?category=Public+Safety&limit=20&limitTo=&q=911&view_type=rich,2,3,0.00%,0.00%,0:02:02,6.5
911,/browse/embed?category=Transportation&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,66.67%,0:00:26,3
911,/browse/embed?category=Transportation&limit=20&limitTo=&q=&view_type=rich&sortBy=newest&utf8=‰ÏÒ,2,1.5,0.00%,0.00%,0:02:17,14.5
911,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=census&view_type=rich,2,1.5,0.00%,66.67%,0:00:37,4
911,/browse/embed?Department-Metrics_Publishing-Department=&category=Public+Safety&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,0.00%,0:03:42,37
911,/browse/embed?Department-Metrics_Publishing-Department=&category=Public+Safety&limit=20&limitTo=&q=911&view_type=rich,2,1.5,0.00%,0.00%,0:00:01,3
911,/browse/embed?Department-Metrics_Publishing-Department=&category=Public+Safety&limit=20&limitTo=&q=emergency+communications&view_type=rich,2,1,0.00%,100.00%,0:00:07,1.5
911,/City-Infrastructure/All-cases-map-view/ky99-f5iy,2,1,0.00%,0.00%,0:01:09,4
911,/City-Infrastructure/Graffiti-30-Days-Chart-by-Type-/yieq-mf3j,2,1.5,0.00%,0.00%,0:05:13,8
911,/City-Management-and-Ethics/Campaign-Finance-Data-Key/wygs-cc76,2,1.5,0.00%,0.00%,0:02:17,4
911,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-A-Monetary/q66q-d2tr,2,1,0.00%,100.00%,0:09:56,10.5
911,/data?search=911,2,1,100.00%,0.00%,0:00:00,0
911,/Public-Safety/Crime-Calls-for-Service-Archived-CSV-/gmfh-u26p,2,1.5,0.00%,66.67%,0:00:07,3
911,/Public-Safety/Fire-Incidents/i69v-qbqc,2,1.5,0.00%,66.67%,0:00:56,5
911,/Public-Safety/SFPD-Districts-Zipped-Shapefile-Format-/8yyx-6uur,2,1.5,0.00%,66.67%,0:00:24,3
911,/Public-Safety/SFPD-Reported-Incidents-2003-to-Present/dyj4-n68b,2,1.5,0.00%,66.67%,0:00:15,3
911,/widgets/i69v-qbqc,2,1.5,0.00%,66.67%,0:00:25,3
911 call,/Public-Safety/Fire-Incidents/i69v-qbqc,2,1.5,0.00%,66.67%,0:00:22,3
911 calls,/browse/embed?category=&limit=20&limitTo=datasets&q=real+estate&view_type=rich,2,1,0.00%,100.00%,0:00:47,2.5
911 calls,/Public-Safety/Fire-Incidents/wr8u-xric,2,1,0.00%,0.00%,0:07:05,7
911 calls,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1,0.00%,0.00%,0:00:30,2.5
911 fire,/widgets/i69v-qbqc,2,3,0.00%,33.33%,0:01:33,8
911 response,/Public-Safety/Fire-Calls-For-Service-Responses-/5hms-iq2d,2,1,0.00%,100.00%,0:00:14,1.5
916 pine street,/City-Infrastructure/Street-Use-Permits/b6tj-gt35,2,3,0.00%,0.00%,0:01:25,11
917 florida,/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=&q=&view_type=rich,2,1,0.00%,0.00%,0:00:56,7
923 Goettingen,/browse/embed?category=&limit=20&limitTo=&q=923+Goettingen&utf8=‰ÏÒ&view_type=rich&page=2,2,1.5,0.00%,0.00%,0:00:20,6.5
929 oak st.,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1,0.00%,100.00%,0:00:20,1.5
"929 oak st., sf, ca 94117",/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1,0.00%,0.00%,0:00:13,2.5
933 treat,/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=&q=933+treat+&view_type=rich,2,1,0.00%,0.00%,0:00:03,1.5
933 treat ave,/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=&q=933+treat+&view_type=rich,2,1,0.00%,100.00%,0:00:15,1.5
94 stratford drive,/,2,3,0.00%,0.00%,0:02:41,56
94040,/Housing-and-Buildings/Fire-Inspections/wb4c-6hwj,2,1,0.00%,0.00%,0:00:04,2.5
94041,/browse/embed?Department-Metrics_Publishing-Department=&category=Energy+and+Environment&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,0.00%,0:00:05,8
94070,/,2,3,0.00%,33.33%,0:00:07,5
94080,/browse/embed?category=Public+Safety&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,0.00%,0:00:07,8
94102,/widgets/v22h-ujnv,2,1,0.00%,0.00%,0:00:44,2.5
94102 geojson,/,2,1,0.00%,100.00%,0:00:02,1.5
94103,/,2,1.5,0.00%,0.00%,0:00:11,9.5
94104,/login,2,1.5,0.00%,0.00%,0:03:43,21
94107,/,2,1.5,0.00%,0.00%,0:00:06,5
94107,/Public-Safety/Potrero-Dogpatch/ue7t-zme8,2,1.5,0.00%,0.00%,0:06:21,2.5
94107,/Public-Safety/SFPD-Incidents-Current-Year-2015-/ritf-b9ki,2,1.5,0.00%,0.00%,0:01:25,13
94108,/browse/embed?Department-Metrics_Publishing-Department=&category=Health+and+Social+Services&limit=20&limitTo=&q=94108&view_type=rich,2,3,0.00%,0.00%,0:00:23,6.5
94110,/City-Infrastructure/90-Day-Cases-by-Neighborhood/8y9x-fz79,2,1.5,0.00%,0.00%,0:01:57,5
94110,/Economy-and-Community/Commerce-Industry-Inventory-2011-Data/cez4-442n,2,5,0.00%,0.00%,0:20:26,58
94110,/Geographic-Locations-and-Boundaries/Neighborhood-Groups-Map/qc6m-r4ih,2,3,0.00%,0.00%,0:05:43,27.5
94111,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=94111&view_type=rich,2,3,0.00%,0.00%,0:06:49,11
94111,/Geographic-Locations-and-Boundaries/Zoning-Districts/mici-sct2?category=Geographic-Locations-and-Boundaries&view_name=Zoning-Districts,2,1.5,0.00%,66.67%,0:04:28,13
94112,/browse/embed?category=&limit=20&limitTo=&q=oceanview+population&view_type=rich,2,2.5,0.00%,40.00%,0:00:48,7
94112,/Housing-and-Buildings/Eviction-Notices/5cei-gny5,2,1.5,0.00%,0.00%,0:00:15,5
94114,/browse/embed?category=&limit=20&limitTo=&q=94114&view_type=rich,2,1.5,0.00%,0.00%,0:00:03,3
94115,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,2,1.5,0.00%,0.00%,0:18:54,11
94115,/widgets/tmnf-yvry,2,3,0.00%,0.00%,0:01:10,25.5
94116,/,2,6.5,0.00%,15.38%,0:01:57,17.5
94116 restaurant,/,2,3,0.00%,33.33%,0:00:54,8
94117,/,2,1.5,0.00%,0.00%,0:00:13,5
94117,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,0.00%,0:02:22,17.5
94118,/browse/embed?category=&limit=20&limitTo=&q=94118&view_type=rich,2,1.5,0.00%,0.00%,0:00:03,3
94118,/Public-Safety/Fire-Incidents-Current-Year-2016-/ri9p-p4mm,2,1,0.00%,0.00%,0:00:07,2.5
94121,"/browse/embed?category=&limit=20&limitTo=&q=Lerner,+Diana&view_type=rich",2,1.5,0.00%,66.67%,0:00:50,0
94121,/browse/embed?Department-Metrics_Publishing-Department=&category=Public&limit=20&limitTo=&q=94121&view_type=rich,2,1,0.00%,0.00%,0:00:07,1.5
94122,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=94122&view_type=rich,2,1.5,0.00%,0.00%,0:00:03,3
94122,/Housing-and-Buildings/Eviction-Notices/5cei-gny5,2,1.5,0.00%,0.00%,0:00:41,5
94123,/Geographic-Locations-and-Boundaries/Zoning-Districts/mici-sct2?category=Geographic-Locations-and-Boundaries&view_name=Zoning-Districts,2,5,0.00%,0.00%,0:30:53,54.5
94124,/browse/embed?category=&limit=20&limitTo=&q=94124&utf8=‰ÏÒ&view_type=rich&page=6,2,11,0.00%,0.00%,0:56:47,117
94124,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1,0.00%,0.00%,0:00:07,2.5
94124 district,/Geographic-Locations-and-Boundaries/Supervisor-District-and-ZIP-Codes/v22h-ujnv,2,1.5,0.00%,0.00%,0:04:43,5
94127,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,2,3,0.00%,33.33%,0:02:37,28
94130,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1.5,0.00%,0.00%,0:00:09,5
94132,/,2,1.5,0.00%,0.00%,0:00:10,5
94134,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=94134&view_type=rich,2,1,0.00%,0.00%,0:00:07,1.5
94158,/browse/embed?category=&limit=20&limitTo=&q=94158&view_type=rich,2,1.5,0.00%,0.00%,0:00:16,3
94158,/Housing-and-Buildings/San-Francisco-Development-Pipeline-Q1-2014-MAP/yprw-ebsi,2,3,0.00%,0.00%,0:33:35,24
95051,/about,2,1.5,0.00%,0.00%,0:00:11,5
953.7,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.5,0.00%,100.00%,0:00:17,3
956 Clayton,/about,2,1.5,0.00%,66.67%,0:08:29,7
956 madrid,/Housing-and-Buildings/Planning-Department-Records-Including-Projects-Ent/ip6z-2cph?category=Housing-and-Buildings&view_name=Planning-Department-Records-Including-Projects-Ent,2,1,0.00%,0.00%,0:02:27,4
959 noe street,/City-Infrastructure/Street-Tree-Map/337t-q2b4,2,1.5,0.00%,0.00%,0:02:47,5
960 howard,/City-Management-and-Ethics/Secured-Property-Assessment-Roll-FY13-Q4/e6sm-rank,2,5,0.00%,20.00%,0:04:04,17.5
960 howard,/Housing-and-Buildings/DEVELOPMENT-PIPELINE-AND-TIME/htqq-jgg7,2,1.5,0.00%,0.00%,0:02:22,8
960 howard,/videos,2,1.5,0.00%,66.67%,0:00:07,3
960 howard street,/City-Infrastructure/All-cases-map-view/ky99-f5iy,2,1.5,0.00%,66.67%,0:00:05,3
9937550,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=9937550&view_type=rich,2,1.5,0.00%,0.00%,0:00:01,3
999 brannan,/browse/embed?category=&limit=20&limitTo=&q=dolby+laboratories&view_type=rich,2,1.5,0.00%,66.67%,0:01:29,11
a,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=a&view_type=rich,2,1.5,0.00%,0.00%,0:00:03,3
a,/data?search=a,2,1,100.00%,0.00%,0:00:00,0
a card,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,2,1.5,0.00%,0.00%,0:00:15,6.5
a card,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=registration&view_type=rich,2,1.5,0.00%,66.67%,0:00:04,3
A Card,/Transportation/2013-SFO-Customer-Survey-Data-Dictionary/fb96-rub7,2,1.5,0.00%,66.67%,0:02:54,17.5
a shooting at 30th and mission last nigth,/browse/embed?category=&limit=20&limitTo=&q=&sortBy=last_modified&utf8=‰ÏÒ&view_type=rich&page=41,2,2.5,0.00%,0.00%,0:03:50,14.5
A-cards,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=taxi+license&view_type=rich,2,1,0.00%,100.00%,0:00:13,1.5
