processed_search_term,num_unique_searches,spelling_errors,google_corrections
san francisco property information map,1,2,
san francisco open space shape,1,2,
san francisco open street,1,2,
san francisco parcel data,1,2,
san francisco park lands,1,2,
san francisco parking,1,2,
san francisco parking hours,1,2,
san francisco parking inc,1,2,
san francisco parking meters,1,2,
san francisco parks shape,1,2,
san francisco pd district,1,2,
san francisco pier gis,1,3,
san francisco pipeline map,1,2,
san francisco planning code,1,2,
san francisco police district geocode,1,3,
san francisco police stations,1,2,
san francisco population no water 2000 shapefile,1,3,
san francisco port gis,1,3,
san francisco property assessment rol,1,3,
san francisco property assessment roll 2011,1,2,
san francisco property assessment roll 2012,1,2,
san francisco property assessment roll 2013,1,2,
san francisco property assessment roll 2015,1,2,
san francisco property information,1,2,
san francisco street speed limit,1,2,
san francisco temperature,1,2,
san francisco zipcodes,1,3,
san francisco's crime,1,2,
"san francisco, ca",1,2,
"san francisco, ca real estate and demographic information",1,2,
san franciscoconstruction,1,2,
san franciscofortune 500 companies,1,2,
washington dc,1,2,
san franciscoweather,1,2,
san francisco’s neighborhoods,1,2,
san francisko,1,2,
san franciso,1,2,
washington and steiner,1,1,
san franciso basemap,1,3,
san franciso basemap street centerlines,1,3,
washington,1,1,
san franciso maps,1,2,
san franciso shape files,1,2,
san francisoco,1,2,
san francsico administrative code,1,2,
san francsico shoreline,1,2,
san frans,1,2,
san franscico,1,2,
san franscisco boundaries,1,2,
san fransico bay,1,2,
san francisco zoning districts,1,2,
san francisco zip code,1,2,
san francisco terrian,1,3,
san francisco wind monitoring,1,2,
san francisco tiger file,1,2,
san francisco to-do list,1,2,
san francisco topographic map,1,2,
san francisco topological,1,2,
san francisco tourism,1,2,
san francisco tourism statistics 2015,1,2,
san francisco tract,1,2,
san francisco tract basemap,1,3,
san francisco traffic density,1,2,
san francisco traffic volume,1,2,
san francisco transportation,1,2,
san francisco unified school district discrimination,1,2,
washington street usps zip code 94118,1,2,
san francisco urban,1,2,
san francisco urban fabric,1,2,
san francisco utility,1,2,
san francisco vegetation,1,2,
san francisco visitor,1,2,
san francisco water power sewer,1,2,
washington street,1,1,
san francisco waterfront gis,1,3,
san francisco watersheds,1,2,
san francisco wifi,1,3,
senti,1,1,
waggener edstrom,1,2,
senoirity list city wide 7344 carpenters,1,1,
senoirity list city wide carpenters,1,1,
senority lists,1,1,
sensato investors,1,1,
sensus,1,1,
service rquests,1,1,
seoul,1,1,
serbia,1,1,
serrano,1,1,
seeclickfix,1,1,
seims,1,1,
seismec,1,1,
seiu,1,1,
seiu campos,1,2,
seneca systems,1,1,
servicelines,1,1,
seyfarth shaw llp,1,2,
sf aierl maps,1,1,
sf bart,1,1,
sf bart shapefile,1,2,
sf bart stations shapefile,1,2,
wa,1,1,
sf bay area basemap street centerlines shapefile,1,2,
sex and age shp,1,1,
set top boc,1,1,
setif,1,1,
seto,1,1,
sevilla,1,1,
security camersa,1,1,
secured_roll_fy2013_q4,1,1,
schoola,1,1,
schoold,1,1,
schooleducation,1,1,
schools geojson,1,1,
schools gis,1,1,
schools in san fran,1,2,
schools in sf shp,1,1,
schools json,1,1,
schools shapefile,1,1,
school ditricts,1,1,
school enrolment,1,1,
school ioe,1,1,
school iot,1,1,
scools,1,1,
sealions,1,1,
sealot,1,1,
sealots,1,1,
search sf opendata,1,1,
secual consent,1,1,
sealevel,1,1,
seacliff district,1,1,
scores https://data.sfgov.org/public-health/restaurant-scores/stya-26eb,1,5,
scott edwards,1,2,
scott wiener 2014,1,1,
scott wiener 2014 re-election,1,1,
scoutrfp,1,1,
scp,1,1,
screendoor,1,1,
sdha,1,1,
se,1,1,
se quadrant,1,1,
sea level san francisco,1,2,
movies filmed in san fransisco,1,2,
" ami"" 1990",1,1,
movie theatres,1,1,
buildhawk,1,1,
buildi,1,1,
buildign footprint,1,1,
building ayear,1,1,
buidling inspection,1,1,
brussels,1,1,
buidling inspectin,1,2,
bryant street,1,1,
bsa,1,1,
bsm,1,1,
bsp,1,1,
btod,1,1,
btu,1,1,
bucharest,1,1,
buckingham colonies,1,1,
budiman,1,1,
budweiser,1,1,
buenos,1,1,
bugcrowd,1,1,
buiding,1,1,
buiding footprint,1,1,
buidling height,1,1,
building footpprint,1,1,
building number of units shapefile,1,1,
building permis,1,1,
building plas,1,1,
building sfpuc,1,1,
building shapefiles,1,1,
building units shapefile,1,1,
building heigh,1,1,
building footprint sfo shapefile,1,2,
building footprintds,1,1,
building footprints oakland,1,1,
building footprintss,1,1,
building footprit,1,1,
building fotprints,1,1,
building gis,1,1,
building height data gis,1,1,
building height shapefile,1,1,
building height shp,1,1,
building heirhg,1,1,
building hights,1,1,
bryant,1,1,
brunofilms,1,1,
"bone brothel, llc",1,1,
bordeaux,1,1,
borderlands cafe,1,1,
borehole,1,1,
bos,1,1,
bos boundaries,1,1,
bos district,1,1,
boston building attributes,1,1,
boultwood properties,1,1,
boundarie,1,1,
boundaries san francisco,1,2,
boundary of citie,1,1,
bonvin,1,1,
bruce lahey,1,2,
bmr owner,1,1,
boad of supervisors,1,1,
board membresía,1,1,
board of supervisors gis shapefile,1,2,
board of supervisors meeting december 2015,1,1,
boba tea,1,1,
boedekker park,1,1,
bogotá,1,1,
boiundary,1,1,
bokime etim,1,2,
bolivia,1,1,
bon,1,1,
bondaries,1,1,
boundary san francisco,1,2,
bounday,1,1,
boundery,1,1,
brian burr,1,1,
brian dussealt,1,2,
brian dusseault,1,2,
"brick paving 595 market street, san francisco, ca",1,2,
brid refuge,1,1,
brightern,1,1,
brigitte gallaread-wilson,1,3,
brigitte wilson,1,2,
briscoe,1,1,
brittany,1,1,
broadway street,1,1,
bronwen,1,1,
bronwen lemmon,1,2,
brooklyn pizza,1,1,
broomco 3598 ltd.,1,1,
brophy painting,1,1,
brownfield sites,1,1,
brownfile,1,1,
brt,1,1,
brt projects,1,1,
brian and deanna moore,1,3,
brendan yu,1,2,
brattle group,1,1,
bounfries,1,1,
bousiakis,1,1,
bouy,1,1,
brady,1,1,
brasilv,1,1,
brenda fields,1,1,
brawijaya university,1,1,
brazil,1,1,
brazli,1,1,
breaklines,1,1,
building violatons,1,1,
atreets,1,1,
business san francisco,1,2,
business shapefile,1,1,
business twax id,1,1,
business typr,1,1,
business zoning shapefile,1,1,
business-registered-san francisco,1,2,
business_locations_-_san_francisc,1,2,
businesses in san francisco,1,2,
businesses shapefile,1,1,
businesses_registered_in_san_francisco_-_active 14m04.csv,1,3,
businessesregistered,1,1,
businnes,1,1,
businss,1,1,
business regitration,1,1,
"business license, toor construction",1,1,
business registrtion,1,1,
business licsence,1,1,
business liscence,1,1,
business liscense,1,1,
business locator,1,1,
business regisration,1,1,
business registaion renewal,1,1,
business registartion,1,1,
business registered in san francisco,1,2,
business registraion,1,1,
business registration 32 richland avenue,1,1,
business registration jcdecaux,1,1,
businss license,1,1,
busnes name,1,1,
busness,1,1,
busness registration certificare,1,2,
c.a.m. llc,1,1,
c9w8-qfpk,1,1,
cab west llc lsr,1,2,
cablecar,1,1,
cabspotting,1,1,
cad builidings,1,1,
cadastre,1,1,
cadd standards,1,1,
caer,1,1,
cafe de casa,1,3,
café trieste (609 vallejo),1,2,
caito fisheries,1,1,
bycicles,1,1,
bycicle paths,1,1,
busness registration certificate,1,1,
busniess,1,1,
busroute,1,1,
bussines locations,1,1,
bussiness code san fransisco,1,3,
bussiness location,1,1,
bussiness san fransisco,1,3,
busstops,1,1,
buulding footprint,1,1,
bycicle lanes,1,1,
buyvet,1,1,
byarea_bridges,1,1,
buisness license,1,1,
buisnesses,1,1,
bulding,1,1,
bulding foot print,1,1,
bulding lots,1,1,
bulding permits,1,1,
buliding capacity,1,1,
bulidings,1,1,
bupsiness search,1,1,
burberry,1,1,
burgelries,1,1,
burlagry,1,1,
burlingame,1,1,
burwell arts,1,1,
buisness professional statistics,1,1,
buisinesses,1,1,
buisiness certificate,1,1,
buildingfootprints,1,1,
buildings gis,1,1,
buildings gps,1,1,
buildings san francisco,1,2,
buildings shapefile,1,1,
buildings shp,1,1,
buildings.pdf,1,1,
buildout capacity,1,1,
builidings,1,1,
buillding height,1,1,
buiness,1,1,
buisiness area,1,1,
bus and bart lines,1,1,
bus gis,1,1,
business certficate,1,1,
business certifcates,1,1,
business inspections in san francisco,1,2,
business latitutde,1,1,
business account numbe,1,1,
bus gps,1,1,
bus line gis,1,1,
bus stosp,1,1,
business account numbber,1,1,
busch,1,1,
busiess,1,1,
busine,1,1,
busineoss search,1,1,
busines license,1,1,
busines map,1,1,
business - cafes,1,1,
business acccount number,1,1,
bmr housing,1,1,
bm,1,1,
blumstein,1,1,
basketbal,1,1,
baslow,1,1,
bateman,1,1,
bathimytrey,1,1,
bathometry,1,1,
battenfield,1,1,
bau street,1,1,
baum,1,1,
bauru,1,1,
bay area census tract shapefile,1,1,
bart station shapefile,1,2,
bart stattion,1,2,
bart',1,1,
bartshape file,1,1,
base mao,1,1,
base map ai,1,1,
base map of san francisco,1,2,
"base,ap",1,1,
basebasemap street centerlines shapefile,1,2,
basel,1,1,
basemamp,1,1,
basemap centerlines,1,1,
basemap shapefile,1,2,
basemap stclines,1,2,
basemap street,1,1,
basemap street centerlines shapefiles,1,2,
basemap streets centerlines,1,1,
basemaps,1,1,
basempa,1,1,
basil li,1,1,
bayarea outline,1,1,
bayarea zipcodes,1,2,
bayarea-general,1,1,
bayarea_brodges,1,2,
bayout,1,1,
bayview 2010,1,1,
bayview area plan,1,1,
bayview biking,1,1,
bayview sfpd,1,2,
"bayview, san francisco",1,3,
bcd travel,1,1,
bdp,1,1,
becky bruno,1,2,
bay area orthophotos,1,1,
bay area shoreline shapefile,1,1,
bay area traffiv,1,1,
bay area zonning,1,1,
bart statios,1,2,
bart station address,1,1,
avaliable parking in san francisco,1,3,
avalos,1,1,
avenida epitacio pessoa ipanema rio de janeiro,1,7,
average income san francisco,1,2,
average one-bedroom prices san francisco,1,2,
average rentcost,1,1,
average salary san francisco,1,2,
average salery,1,1,
average wage san francisco,1,2,
avl data,1,1,
awheel,1,1,
aziza,1,1,
b2j2-ahrz,1,1,
bart shape file,1,1,
autocad standards,1,1,
au pair,1,1,
au pair foundation,1,1,
au-pair,1,1,
auctiondata.csv,1,2,
audax,1,1,
aupair,1,1,
austin englert,1,2,
australia,1,1,
b6pj-gt35,1,1,
babson,1,1,
"ban, lily marnell",1,1,
bangalore,1,1,
bangladesh,1,1,
banglore,1,1,
banh,1,1,
bankrunpcy,1,1,
barbary coast,1,1,
barcode,1,1,
bart 2008,1,1,
bart and muni lines,1,2,
bart bay area,1,1,
bart delays,1,1,
bart district,1,1,
bart gis,1,2,
bart map,1,1,
ban margaret laws,1,1,
bach,1,1,
bafari enterprises,1,1,
ban crehan,1,1,
balboareservoirstudy,1,1,
balkan,1,1,
ballkan,1,1,
balmes 94,1,1,
baltimore,1,1,
ban 104 chattanooga,1,1,
bingbingjiang,1,1,
bio diversity,1,1,
bioenergy,1,1,
biome,1,1,
biondivino,1,1,
biopharmx,1,1,
bioregional habitat restoration,1,1,
bioswale,1,1,
biotech,1,1,
birdsm,1,1,
birmingham,1,1,
birt,1,1,
bimarsh sapkota,1,2,
beethoven,1,1,
bike shapefiles,1,1,
bikecounts,1,1,
bikeline,1,1,
bikelink,1,1,
bikeparking,1,1,
bikeroad,1,1,
bikeway network points,1,1,
bikeway shapefile,1,2,
bilding footprints,1,1,
bistronomics llc,1,2,
bitsybow,1,1,
biulding,1,1,
biulding height,1,1,
block.io,1,1,
blocka,1,1,
blockgroup,1,1,
blocklotr,1,1,
blockparty permits,1,1,
blocks san francisco,1,2,
bloks,1,1,
blue greenway,1,1,
block gropu,1,1,
biuldings,1,1,
biuldings height,1,1,
biuldings heights,1,1,
blackrock,1,1,
blake rawdin,1,2,
blklot,1,1,
blobk,1,1,
bert polacci,1,2,
best restuarants,1,1,
betina,1,1,
betterdoctor,1,1,
beyondsoft,1,1,
bfe,1,1,
bibycle,1,1,
bicicle,1,1,
bicilce,1,1,
bicyce,1,1,
bicycle fatalaties,1,1,
bernie sanders,1,1,
bernard street,1,1,
bernal lot size,1,1,
ben walsh,1,2,
behast,1,1,
behest payment san francisco,1,2,
beijing,1,1,
bella and ceccx,1,2,
belle etoile,1,1,
bellot consulting,1,1,
belmonte,1,1,
bemyeyes.org,1,2,
bernal heights contours,1,1,
bergamo,1,1,
berkadia commercial mortgage,1,1,
berkeley alumni,1,1,
berkeley ca,1,1,
berkeley shape files,1,1,
berkely,1,1,
berlin,1,1,
bernal eviction notices,1,1,
bicycle injur*,1,1,
bike pointfile,1,1,
bike cri,1,1,
bike gis,1,1,
bike locker shapefile,1,1,
biggerpan,1,1,
bigdata,1,1,
bicycle shp,1,1,
bicycle usage san francisco,1,2,
bicyclw,1,1,
bicyle,1,1,
cala,1,1,
clementina,1,1,
"cli,ate",1,1,
clickstream,1,1,
cliff's variet,1,1,
climate data san fransisco,1,2,
clines,1,1,
clohina,1,1,
clor map,1,1,
cloudant,1,1,
clementina street,1,1,
cleaveland construction inc.,1,1,
claremont creative,1,1,
clarendon ave,1,1,
classicxperts,1,1,
clayton,1,1,
"clayton, nc",1,2,
cleanpath,1,1,
cleanpath ventures llc,1,2,
clearlinghouse,1,1,
clearning,1,1,
cmcbd,1,1,
cmetrics,1,1,
code for ameria,1,1,
code for america,1,1,
cofee,1,1,
coffe,1,1,
coffeee,1,1,
cohen,1,1,
coi,1,1,
coit,1,1,
colle board,1,1,
college coprehension,1,1,
college educatio,1,1,
cocktail recepis,1,1,
cmp,1,1,
cnc,1,1,
cnesus 2010,1,1,
cng city vehicles,1,1,
cng vehicles,1,1,
cnn block,1,1,
cnn node network,1,1,
"cnn,n,31,15",1,1,
cnnn,1,1,
cnr masonic,1,1,
cnsus,1,1,
co2 shapefile,1,1,
coahes,1,1,
coast shapefile,1,1,
coasta,1,1,
coastlibe,1,1,
coates,1,1,
city college of san francisco,1,2,
city college of san francisco tution,1,3,
city district shapefile,1,1,
city divisino boundaries,1,1,
city employeees,1,1,
city geojson,1,1,
city gis basemap,1,2,
city kerb,1,1,
city kerbs,1,1,
city and county of san francisco area,1,2,
city and county of san francisco crime,1,2,
city and county of san francisco.,1,2,
city assesor,1,1,
city attonrey,1,1,
city blocks shapefile,1,1,
city boudnary,1,1,
city boudries,1,1,
city boundary shaprfile,1,1,
city bounday,1,1,
city limits gis,1,1,
city ukraine,1,1,
city's gis basemap,1,2,
cityiwde performance measurement,1,1,
citylotws,1,1,
cityproperty,1,1,
citysourced,1,1,
citywide performance measures fy13 dataset,1,1,
citywide performance measures fy14 dataset,1,1,
cityzenith,1,1,
city of san francisco,1,2,
city of san francisco border,1,2,
city of san francisco shapefile,1,3,
city outlin,1,1,
city ownedfacilities,1,1,
city real esate,1,1,
city steets,1,1,
colleges in san fran,1,2,
conklin,1,1,
connecticut zip codes,1,1,
connelly,1,1,
connolly,1,1,
connor,1,1,
conservation sistricts,1,1,
conservatorship,1,1,
consstruction class,1,1,
construction buildres,1,1,
colleges in san francisco,1,2,
compliants,1,1,
compuer stores,1,1,
comunity garden,1,1,
conceaaled weapons permits,1,1,
concent,1,1,
condemed,1,1,
constructionlist,1,1,
contruction,1,1,
conture,1,1,
copntour,1,1,
"corey, canapary",1,2,
contractrs,1,1,
consultoris,1,1,
continious data,1,1,
contors,1,1,
contour ine,1,1,
contra costa county,1,1,
commerical,1,1,
commical biulding,1,2,
commical building,1,1,
comminity events,1,1,
commissiones,1,1,
columbarium,1,1,
collegs,1,1,
collge,1,1,
collison,1,1,
collission,1,1,
colma,1,1,
colombi,1,1,
colorado springs,1,1,
comeplum,1,1,
committee on information technologyt,1,1,
community resiliance,1,1,
community rsiliency,1,1,
community services directory san francisco county,1,2,
compaign contributions,1,1,
compaines,1,1,
compaints,1,1,
companies in san francisco 2015,1,2,
companies started in 2015 in san francisco,1,2,
community resilency,1,1,
commnercial parcels,1,1,
commonwealth club of california,1,1,
communities of conern,1,1,
community challage,1,1,
community chanllenge grant,1,1,
community chanllenge grants,1,1,
community eco,1,1,
community gardesn,1,1,
city admin code,1,1,
calgary,1,1,
caribbean,1,1,
caribeam,1,1,
carl,1,1,
carla narvy,1,2,
carlson advisors,1,1,
carman,1,1,
carmen chu,1,2,
cars in richmond,1,1,
carsharing,1,1,
cary,1,1,
casa luna sf,1,2,
casa sanchez,1,2,
casale,1,1,
casaluna,1,1,
casaluna sf,1,1,
casarc,1,1,
case data from san franscisco 311,1,2,
case_data_from_san_francisco_311,1,2,
cases by chaannel,1,1,
cardiff,1,1,
car breakin,1,1,
car crash folsom street,1,1,
car ownship,1,1,
car shapefile,1,1,
car thifte,1,1,
car traffic counts on van ness ave,1,1,
car-shyare,1,1,
carb,1,1,
carbon shapefile,1,1,
casey,1,1,
casey-,1,1,
"casey-fogli concrete contractors, inc.",1,2,
ccsf 2013 navd88,1,2,
ccsf boundary,1,1,
ccsf streets all,1,1,
cdc san francisco llc,1,4,
cdr,1,1,
ceasar,1,1,
cec,1,1,
cecilia lynch,1,1,
cedaw,1,1,
cemetry,1,1,
cencus 2000 blocks,1,1,
cencus block 2000,1,1,
cencus tracts,1,1,
cencus2000_blk_nowater,1,3,
cennsus2000_blk_nowater,1,3,
censes,1,1,
censsu,1,1,
censu,1,1,
"ccs international, incorporated",1,1,
ccn,1,1,
ccg,1,1,
castro parking limit,1,1,
castro sf,1,1,
catalogue,1,1,
catalogur,1,1,
cc.2.b. volunteerism,1,1,
catenary,1,1,
catherine bae,1,2,
cathryn blum,1,2,
cat·e·nar·y,1,1,
cbd map,1,1,
cbd shapefile,1,2,
cbhs,1,1,
car acidents,1,1,
caltrain station parking,1,1,
caltran,1,1,
calvin sharp,1,1,
cambodia,1,1,
cammuntily,1,1,
campaign api,1,1,
campaign financ,1,1,
campaign finance - fppc - 410,1,1,
campaign finance - fppc form 460,1,1,
caltrain stops,1,1,
caltrain station,1,1,
california academy of sciences,1,1,
california alternative fuels vehicle choice,1,1,
california census tracts,1,1,
california cities,1,1,
california coast,1,1,
california counties,1,1,
california elevation,1,1,
california freeway,1,1,
california household data alternative fuels vehicle choice,1,1,
california institute for quantitative biosciences,1,1,
california pacific medical center,1,1,
california polygon,1,1,
california population,1,1,
california road system,1,1,
california senate boundaries,1,1,
california state,1,1,
california state assembly,1,1,
california state senate districts,1,1,
california urban water agencies,1,1,
californie,1,1,
campaign finance - fppc form 460 - schedule a - monetary contributions,1,1,
campaign finance - fppc form 460 - schedule a - payments made,1,1,
campaign finance - fppc form 460 - schedule e - payments made,1,1,
campaign finance - fppc form 465,1,1,
cancle risk,1,1,
cancuse,1,1,
candlestick point san francisco,1,2,
candlestick point sra,1,1,
cannibas,1,1,
cannibus,1,1,
canping,1,1,
cantanary,1,1,
cantonary,1,1,
capital im,1,1,
capital qi,1,1,
canarias,1,1,
canada,1,1,
campaign finance fppc form 460,1,1,
"campaign finance - fppc form 465 - supplemental independent expenditure report - part 3 - independent expenditures made - ballot measures - november 3, 2015 election",1,2,
campaign finance - summary of third party disclosure forms regarding san francisco candidates,1,2,
campaign finance - summary of third party disclosure forms regarding san francisco candidates - board of supervisors - district 8 - november 4 2014,1,3,
campaign finance ballot measure committee name mapping november 4 2014 election,1,1,
campton,1,1,
campaign finance pacs,1,1,
campain finance,1,1,
chic san francisco,1,2,
chicago city employees,1,1,
chicago crime,1,1,
chicago crime data,1,1,
chicago crime ddata,1,2,
chicago heights,1,1,
chicago map drugs,1,1,
chicago zip code shapefiles,1,2,
"chicago, il",1,2,
child obeisty,1,1,
chezch,1,1,
census 2000 block goup,1,1,
cheuvattam,1,1,
charas,1,1,
charbonneau trading inco,1,2,
chariotz labz llc,1,3,
charles walton,1,2,
charles wu,1,2,
chatz roasting company,1,1,
chaz long,1,1,
chemis,1,1,
chen,1,1,
cherryroad technologies,1,1,
cheruvattam,1,1,
chinatown tourism,1,1,
chinese american population,1,2,
chinese health disparities,1,1,
cigaretter,1,1,
cik,1,1,
cime data,1,1,
cime report,1,1,
cindy wu,1,2,
"cindy wu"" dccc",1,3,
cio,1,1,
cips,1,1,
cirme list,1,1,
cirme sa,1,2,
cirs,1,1,
cirty boundary,1,1,
cita,1,1,
citern,1,1,
citi bike,1,1,
citiations,1,1,
citie_near_sf,1,1,
cities shapefile,1,1,
citigroup,1,1,
cigarate,1,1,
cic,1,1,
chong luo,1,2,
chinese historical society,1,1,
chinese hospital,1,1,
chinese immigrant women,1,1,
chinese immigration,1,1,
chinese income,1,1,
chinese population,1,1,
chinese restaurant,1,1,
chinese voter turnout 2012,1,1,
chipotle,1,1,
chiu,1,1,
chris van pelt,1,1,
christian ernst,1,2,
christine mcnary,1,2,
christine murray designs,1,2,
christopher birch,1,1,
christopher charley,1,2,
christopher crehan,1,2,
christopher webster,1,2,
church shapefile,1,1,
chaix company,1,1,
census no water and sf shore shapefile,1,1,
census no water and sf shoreshapefile,1,1,
census sf shore shapefile,1,1,
census shapefil,1,1,
census shapefile shoreline shapefile,1,2,
census shapefilie,1,1,
census shapgile,1,1,
census shore shapefile,1,1,
census shoreline shapefile,1,1,
census shp,1,1,
census tract kml,1,1,
census data san francisco,1,2,
census 2013 shapefile,1,1,
census 2000 blockgroup,1,1,
census 2000 nowater,1,1,
census 2010 geodatabase,1,1,
census 2010 san,1,1,
census blcok,1,1,
census blk,1,1,
census block group shapefile,1,1,
census block neigborhood,1,1,
census block shapefile,1,1,
central market cbd,1,1,
centron,1,1,
cenus block,1,1,
cenus shapefile,1,2,
cerrito,1,1,
cers,1,1,
cervantes,1,1,
cesus,1,1,
cesus 2000,1,1,
cesus data,1,1,
cfs productions,1,1,
chabad,1,1,
census2010_nowater,1,1,
census tracts shapefile,1,1,
census zipcode,1,1,
census2000_blk_nowater and sfshore,1,3,
census200_blk_nowater,1,2,
census_blk_nowater and sfshore,1,3,
censusblock no water,1,1,
censuss blocks,1,1,
censussf,1,1,
censusshapefile,1,1,
central clearinghouse city and county of san francisco,1,2,
att park,1,1,
atm,1,1,
movie theatre,1,1,
2210 jackson,1,1,
222 sasome,1,1,
223 missouri,1,1,
224 ordway st,1,1,
2243 32nd avenue,1,1,
225 granville,1,1,
2250 powell street],1,1,
2275 sutter st,1,1,
22nd street station,1,1,
233 san carlos,1,2,
2332 taraval st sf,1,1,
2338 taraval st sf,1,1,
2211 stockton st,1,1,
221 san carlos,1,2,
208 caselli,1,1,
2080 washington,1,1,
2090 evans avenue,1,1,
2096 castro street,1,1,
2130 22nd st san francisco ca 94107,1,3,
2130 jackson street,1,1,
2133 stockton,1,1,
"2134 green street #3 san francisco, ca 94123",1,2,
"2145 19th ave, san francisco, ca 94116",1,2,
215 niagara ave permit parking,1,1,
2160 stockton,1,1,
2166 32nd ave,1,1,
2174 california street,1,1,
"2190 lombard st, san francisco, ca",1,3,
2349 francisco st,1,1,
235 presidio avenue,1,1,
237 laussat,1,1,
255 king stree,1,1,
2649 polk s,1,1,
"2660 san bruno avenue, san francisco, ca. 94134",1,4,
269 joost ave,1,1,
27 isis,1,1,
270 mcallister street,1,1,
"270 mcallister street, san francisco, ca",1,3,
277 columbus ave,1,1,
"282 harbor rd san francsico, ca 94124",1,2,
"252 27th ave, san francisco, ca",1,2,
239 carl street,1,1,
"2394 mariner square drive, alameda, ca",1,1,
24 shotwell,1,1,
240 2nd,1,1,
240 2nd street,1,1,
240 dolores st,1,1,
2400 california st san francisco ca,1,3,
2412 harrison st,1,1,
251 frederick st,1,1,
2444 lombard,1,1,
245 san jose,1,2,
2455 polk,1,1,
2455 polk street,1,1,
246 2nd street,1,1,
2466 francisco,1,1,
"2500 bryant st, san francisco ca",1,3,
208 caselli ave,1,1,
201 connecticut,1,1,
2010 census house hold data by taz,1,1,
2010 population shapefile,1,1,
2010 sfo,1,1,
2011 herrera mayor campaign contributions,1,1,
2008 vallejo,1,1,
2070 latham,1,1,
1br 2br,1,2,
1st american title,1,1,
2 bedroom homesale,1,1,
2 casa way,1,1,
2 crestline dr.,1,2,
2 hour street parking 2999 california street,1,1,
2 plus 2 bookeeping,1,1,
20 jones st,1,1,
20 roussea street,1,1,
200 hazelwood ave,1,1,
200 mississippi street,1,1,
2000 census shapefile,1,1,
2000 census tract shapefile,1,1,
2004 bicyclenetwork,1,1,
2013 census shapefile,1,1,
2015 sfo,1,1,
2015-000517env,1,1,
2015-001144prj,1,1,
2015-009422enf,1,1,
2015revisedassessorblockmaps,1,1,
2016 feb 26 arrests in bay view,1,1,
2020 ellis st,1,1,
2030 alemany blvd,1,1,
2014 energy benchmark 285 geary,1,1,
2013 sfo customer survey,1,1,
2013 sfpd incidents,1,1,
2828 sloat,1,1,
285 geary st,1,1,
370 ellis,1,1,
372 point lobos ave,1,1,
374 5th street san francisco,1,2,
375 beale,1,1,
376 ellis street,1,1,
38 sadowa,1,1,
"3800 16th street san francisco, ca",1,2,
387 ellis street,1,1,
"387 ellis street, san francisco, ca",1,3,
"340 warren drive san francisco, ca",1,2,
3440 broderick street,1,1,
"345 williams avenue,",1,1,
"345 williams avenue, san francisco",1,3,
347 precita ave san francisco ca,1,3,
347-349 precita ave,1,1,
35 brosnan,1,1,
350 2nd st,1,1,
350 laurel st san francisco,1,2,
"353 beach rd, burlingame, ca",1,1,
354 peralta street,1,1,
355 bocana street,1,1,
355 serrano dr,1,2,
357 hayes st,1,1,
36 richland,1,1,
390 fremont st,1,1,
"3938 geary blvd. san francisco, ca 94118",1,3,
"41 genebern way, sf",1,1,
415 euclid ave,1,1,
415 jones st.,1,1,
415 myra way,1,1,
418 jessie st,1,1,
42 jules avenue,1,1,
4221 quesada,1,1,
424 octavia st,1,1,
428 chicago way,1,1,
428-600 amador,1,1,
"43 ruth street, san francisco",1,3,
"439 duboce ave, 94117",1,1,
409 illinois,1,1,
409 dolores street,1,1,
407 sanchez street,1,1,
"40 genebern way, sf",1,1,
4 persia avenue,1,1,
"40 annapolis terrace, san francisco, ca",1,3,
40 jessie street,1,1,
407 jackson st,1,1,
400 castro soul cycle,1,1,
400 castro street,1,1,
400 duboce,1,1,
400 duboce street,1,1,
4048 22nd,1,1,
405 valencia,1,1,
407 delano,1,1,
285 geary st energy audit,1,1,
301 claremont blvd,1,1,
3067 25th street san francisco ca 94110,1,2,
307 niagra ave,1,1,
31 mullen ave,1,1,
311 apps,1,1,
311 cases by channe;,1,1,
311 dd,1,1,
301 baltimore way,1,1,
29 downey st,1,1,
2901 sacramento st,1,1,
2915 octavia st,1,1,
2919-21 folsom st,1,1,
292 douglass,1,1,
2922 sacramento street,1,1,
2923 lawton st,1,1,
"2950 valajo st, sf",1,1,
"2950 vallejo st, sf",1,1,
299 fremont street,1,1,
2a9c-tbjy,1,1,
2mup-97dm,1,2,
"3 buena vista ave east, sf",1,1,
3 rudden avenue sf ca,1,1,
300 seacliff,1,1,
"3000 washington street 4000 washington street, san francisco ca94118",1,4,
311 dpw,1,1,
323 cumberland st,1,1,
3230 folsom,1,1,
324 arkansas,1,1,
324 arkansas st,1,1,
"3247 reserve ct, san jose, ca",1,2,
"329 bryant street san francisco, ca",1,3,
33 albion street,1,1,
33 allston way,1,1,
"333 o'farrell st, san francisco, ca 94102",1,3,
3333 california street,1,1,
334 harriet st,1,1,
336 moraga ave 94122,1,1,
337 spurce st san francisco ca,1,3,
337 spurce streeet,1,2,
337 spurce street,1,1,
338 fillmore,1,1,
321 marietta drive,1,1,
321 marietta,1,1,
32 richland avenue steven holland,1,3,
311 service ordes,1,1,
313 potrero ave,1,1,
"3130 webster st san francisco, ca 94123",1,3,
3143 folsom st,1,1,
317 leavenworth,1,1,
317 oak park dr,1,1,
"3180 18th street, san francisco, ca",1,2,
101 utah street,1,1,
1015 geary,1,1,
1023 vallejo street,1,1,
1033 polk street,1,1,
1038 jackson,1,1,
1040 howard st,1,1,
1041 alabama,1,1,
